class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,52152,0,348,212,0,0,0,0,24922,1189780,1228160,180078,3660,0,0,0,816674,0,228,0,617448,813458,1813280,2219220,954740,98292,6,0,0,0,854,2634,0,0,0,0,0,0,3924,1788092,834584,0,2252,110,222,358,616,874342,921510,818290,8900,0,881608,723392,407106,243460,132856,81040,55788,40500,17026,43824,3386082,498,1808,3490,0,816674,21930,724174,229598,347800,382640,?,?,?,?,?,?,220440,52151.65,3386082,3386082,3371384,15097.0,78,94670,962740,2627622,1209600,35846,0,62,0,2471109.12,0,153593.28,2,384,6098,46862,489358,504960,1413796,160582,4074,768,102,0,372,382,3386082,0,3760,374,66298,71910,49112,2030574,396852,7658,62,0,232,8320,2462580,1714118,0,1492,0,0,2486790,1326,452,0,0,0,0,0,0,0,0,22174,3562,656,1959932,307056,35860,7018,19000,1912,3191228,7958,0,0,12151700,930,898,163624,199874,140898,69990,146586,168300,1717028,18174,2126,0,0,0
neg,130,4,2130706432,40,0,0,0,0,0,0,5360,13908,3110,0,0,0,6994,0,0,0,554,1676,16058,9234,23906,3384,0,0,0,0,8,4,0,0,0,0,0,0,0,1210,21168,0,314,60,78,310,856,7834,12748,178,0,0,16704,2142,1130,720,508,356,524,134,50,110,40540,10,8,4,0,6994,372,15142,8464,?,?,?,?,?,?,?,?,23380,130.79,40540,40540,43340,65.0,0,3772,40040,22472,1209600,788,2,8,0,9818.88,4996.8,6579.84,2,38,0,0,4820,5432,10784,1260,60,22,0,0,8,12,40540,0,1184,44,210,804,1438,4340,11418,2912,28,0,116,12,11214,34,0,0,0,0,11324,116,90,600,16348,0,0,0,0,0,0,494,0,0,0,0,408,90,22620,2240,0,0,0,0,0,2.86,108,12966,4194,798,164,470,1510,780,1494,2,0,0,0
neg,822,0,2130706436,42,0,0,0,0,0,0,4278,38508,4742,0,0,0,17248,0,0,0,786,1194,42648,36212,21662,2946,0,0,0,0,18,30,0,0,0,0,0,0,0,1478,46050,0,86,8,20,654,272,37582,8906,0,0,0,20990,18122,4730,1366,688,386,490,306,230,220,65130,4,0,14,0,17248,406,14860,6632,?,?,?,?,?,?,?,?,21320,821.57,65130,65130,67282,216,136,6194,64780,47686,1209600,1344,2,4,0,40021.44,0,6701.76,2,20,0,0,1028,7842,13854,22684,1642,478,0,0,0,4,65130,0,1002,30,894,2368,1356,31518,9048,1286,26,0,148,52,40376,21362,0,0,0,0,40552,128,62,0,0,0,0,0,0,0,0,414,24,6,21014,5838,636,144,269140,26900,18210,14,0,0,0,1.08,70,7888,4972,2358,1180,3702,3208,5076,19102,42,0,0,0
pos,558170,?,?,?,?,?,0,0,0,0,446344,21601454,32411102,7659180,356704,5180,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,934780,196572,1278284,509138,603298,1061986,5750194,50733596,1412116,0,268220,30534,37342,119984,29470244,32513792,39414,336,62,36,32347804,17769538,3480960,1565030,886314,526650,292558,74970,4633986,902154,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,558169.41,?,?,64059052,182047.0,?,?,?,62479964,?,?,?,?,?,39734598.72,639131.52,11043732.48,0,0,0,2,53600,3286372,27731064,25801832,5011116,515768,77464,2746,?,?,?,?,96292,23886,9940646,4983492,8169630,30547312,8612434,106266,6,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,36355.56,46208,14871608,40974824,5481610,946766,195112,7512,1652,534,346,0,?,?
pos,476912,?,16342,?,0,0,0,0,0,0,127848,7691928,19040378,4656934,71898,750,15663822,272788,248,?,878,2500,22325254,13850660,11123108,7574320,0,0,7368,0,0,0,0,0,0,0,0,250210,12048994,13971724,5318808,0,60206,36678,68692,131694,19806342,11485920,162,36,6,0,13045402,5543952,2868542,2034946,1623948,1737164,2766214,1825540,142300,1728,33458744,348,312,1316,4926,15663822,912952,4767872,6311504,495340,511000,496520,509520,483000,433340,451340,400880,337380,476911.43,33458744,33458744,32677354,200682,2154682,?,712360,31589736,1209600,0,?,?,?,28665026.88,0,2871560.64,?,?,0,0,13072,2555012,14622052,12549948,1608638,209090,31420,504,?,0,33458744,?,34388,6008,1647872,1240026,3642764,23180104,1775966,62598,10,0,?,?,?,?,?,?,?,?,?,23326,1178,?,?,?,?,?,?,?,?,763500,327018,95624,0,0,1378746,216660,57901160,8137054,0,0,0,0,?,?,?,3078456,5472696,4255972,2821340,10314504,5272128,347694,20676,6270,0,0,0
neg,41296,?,370,350,0,0,0,0,0,0,334,386456,1873986,361398,25872,1888,1131704,0,0,0,0,0,2330060,1960440,587302,326442,0,0,0,0,1248,212,0,0,0,0,0,35680,1391610,1085988,136656,0,1394,798,1034,58214,1987718,600726,50,0,0,0,705174,672830,234880,171640,133352,116636,218016,397328,78,0,2917602,306,64,360,36,1131704,36512,427390,158478,219380,271140,?,?,?,?,?,?,93000,41296.33,2917602,2917602,2918956,21245.0,9780,47464,494280,2649934,1209600,93560,0,80,0,2405183.04,0,243457.92,0,0,0,0,0,43052,867512,1522816,204694,9760,2026,74,264,320,2917602,?,2554,304,35664,122534,89602,1913008,470416,15676,176,0,522,676,2216170,90242,0,604,0,16,2432284,1200,192,0,0,0,0,0,0,0,0,20682,36382,7174,0,0,76846,17888,627860,123212,128652,586,0,0,1625490,803.2,758,257448,519876,370462,185654,395390,439398,351574,113216,16908,8,0,0
neg,40878,?,502,414,0,0,0,0,0,0,432,200136,1827762,477910,17896,780,1284642,0,0,0,0,0,2347394,2140114,367728,161738,0,0,0,0,494,116,0,0,0,0,0,92818,1674278,583872,173948,0,2340,2720,4702,252668,1898874,363554,58,0,0,0,952162,522858,219488,165218,133808,118004,143188,270106,84,0,2715582,114,100,298,2,1284642,29316,238234,128820,148180,184340,?,?,?,?,?,?,30900,40878.77,2715582,2715582,2719440,17391.0,9744,26928,291020,2524916,1209600,75626,0,96,0,2330974.08,0,192360.96,0,0,0,0,0,2148,657012,1429368,411766,20820,3670,132,184,190,2715582,?,3144,372,40138,110130,82174,1688956,584726,15182,94,0,796,358,2229544,25394,38,24324,0,0,2347020,1146,180,0,0,0,0,0,0,0,0,14390,37240,6408,0,0,99496,13482,287020,58636,0,0,0,0,878770,735.24,938,207894,502878,344286,177310,376614,322992,250132,147104,186702,9004,0,0
neg,5554,?,180,172,0,0,0,0,0,268,121558,301876,91436,0,0,0,214052,17304,0,0,2922,4404,498918,439362,294994,40100,0,0,0,0,286,108,0,0,0,0,0,6030,150268,14568,344272,0,826,190,306,2026,93042,418670,78,0,0,0,257682,149268,39102,19442,12356,8792,8294,15010,5192,0,797106,312,436,30,2,214052,6962,227812,66602,?,?,?,?,?,?,?,?,292640,5553.65,797106,797106,797040,1942,228,78472,794320,515138,1209600,22354,0,58,0,381009.6,0,133436.16,0,0,0,0,29606,237956,209120,33778,3896,740,42,0,2,10,797106,?,1558,166,4032,59202,34230,155172,240646,19886,246,0,280,254,363312,61888,0,1140,0,44,386828,674,92,0,0,0,0,0,0,0,0,3976,3522,672,0,0,12340,2412,114600,12408,0,0,0,0,1253500,536.02,512,140300,144358,28988,13952,43342,88464,24332,18572,12602,228,0,0
pos,207174,?,586,550,0,0,0,2270,422380,3776464,8669632,5125032,1091548,53808,700,0,7892438,0,0,0,1106866,1677760,15000846,14166968,3931864,1686668,10,0,0,0,6808,1068,0,0,0,0,0,0,0,3459460,15673808,8566,293476,192306,312228,548392,3420474,14373544,1410,2,0,2,8667292,3732858,2034236,1434864,874542,567682,415606,499618,694458,220678,20039618,9090,6866,7306,22,7892438,233672,1204676,2722602,188420,221640,205820,209040,210100,217140,193980,209620,120460,207174.38,20039618,20039618,19855488,101894,656,60362,677640,19141834,1209600,318556,0,642,0,10700059.2,5000952.96,3431031.36,5266,8436,57778,1177382,6916966,7752732,2848686,365472,19788,2838,192,0,498,508,20039618,?,5550,904,2730466,5278486,4312186,6763520,50722,0,0,0,1064,2218,10582770,2936284,0,2770,0,0,10861298,27592,18918,0,0,9710,5337204,0,0,0,0,139764,71776,16730,28606712,5298510,417280,66522,81500,13388,15553344,19074,0,0,38681360,2418.82,2614,8516246,1413260,1212378,582388,1468274,1653778,1658704,2566258,70548,0,0,0
pos,717646,?,?,?,?,?,0,0,1622,306404,13917562,37345532,25293958,3049972,211034,7894,24248936,6956034,0,?,125820,380182,31709796,15656948,32298366,14776798,?,0,432170,0,?,?,34073614,8043532,3945688,3281768,3933834,5741362,11624442,8250036,1240196,0,46274,44086,99988,1636520,49527608,28620236,159760,0,0,0,44133104,13940014,6286316,4836902,4150040,3552140,2620276,611516,4160,4,64141022,?,?,?,?,24248936,1046718,10529788,21713724,665920,689020,718240,762940,642440,713960,670180,635800,659060,717646.25,64141022,64141022,80996298,339845.0,?,?,1124740,80134468,1209600,?,?,?,?,66498737.28,0,13581576.96,?,?,0,1640,310712,12324026,34615366,23471340,6614798,2000720,713352,82518,?,?,64141022,?,84114,186244,12969322,9055804,31744712,24726438,1360910,6928,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,871870,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14365016,35650258,20396460,4033370,3734614,1145780,514716,174862,117888,1510,?,?
neg,49156,?,508,186,0,0,0,0,30164,528882,1581560,536180,110134,1238,0,0,1229810,0,0,0,271782,381082,2247880,2240634,1267580,188084,0,0,0,0,284,148,0,0,0,0,0,0,6132,686914,2095112,0,2336,396,560,1088,150050,2633718,10,0,0,0,466544,901816,470364,337642,170824,105426,82150,99602,72126,81664,3787662,2078,2522,30,0,1229810,37376,990502,276046,378360,387500,449820,?,?,?,?,?,48460,49155.69,3787662,3787662,3783796,16043.0,20100,13138,155180,2788158,1209600,67690,100,76,0,2474426.88,0,310396.8,0,756,0,335258,1122986,982116,293798,42910,8872,2140,78,0,0,4,3787662,?,3438,524,113420,159848,229174,2049390,221868,10490,6,0,296,278,940774,1125150,0,410,0,0,2491562,2326,178,0,0,0,0,0,0,0,0,23074,11032,3048,6697386,768454,97276,15466,2041460,274148,3536076,66300,0,0,0,1476.76,1222,329888,394880,267710,90512,155782,117354,136406,1217380,78246,0,0,0
neg,16,?,38,24,0,0,0,0,0,0,2510,4404,982,0,0,0,2738,0,0,0,0,0,10366,7686,12482,972,0,0,0,0,6,24,0,0,0,0,0,0,0,2432,5464,0,918,4,18,26,60,6870,0,0,0,0,6134,958,114,202,40,38,178,226,6,0,22864,2,2,0,0,2738,202,9954,2434,?,?,?,?,?,?,?,?,12260,15.58,22864,22864,16800,24,0,2160,22620,7896,1209600,434,0,2,0,2582.4,0,4814.4,0,26,0,0,1980,3722,1358,696,140,0,0,0,0,8,22864,?,892,26,14,28,578,178,4782,1302,96,0,70,56,3160,0,0,0,0,0,3160,68,48,0,0,0,0,0,0,0,0,162,0,0,718,194,106,40,40,4,21614,0,0,0,0,62.08,56,5450,2110,160,48,68,36,16,8,0,0,0,0
neg,2292,?,2130706432,0,0,0,0,0,0,0,132,15078,108680,14238,0,0,58294,0,0,0,0,0,156156,141046,21236,9126,0,0,0,0,62,28,0,0,0,0,0,3680,101540,12400,20508,0,252,108,92,116,3816,133744,0,0,0,0,73324,49288,12904,2340,232,40,0,0,0,0,177442,0,4,72,0,58294,1452,11878,9300,?,?,?,?,?,?,?,?,20820,2292.75,177442,177442,178754,433.0,0,17326,176960,138128,1209600,3016,0,0,0,124670.4,0,13283.52,0,60,0,0,0,8734,62608,65334,1032,326,94,0,0,22,177442,?,280,44,3470,4612,4486,110686,12306,2194,50,0,0,0,0,0,0,0,0,0,0,166,32,0,0,0,0,0,0,0,0,936,1482,898,0,0,3722,828,794720,79442,0,0,0,0,1292750,127.06,118,14358,16656,12034,5580,26512,62676,286,26,0,0,0,0
neg,14,?,8,4,0,0,0,0,0,0,344,2984,2560,358,0,0,1942,0,82,0,0,0,8772,5722,11560,500,0,0,0,0,8,6,0,0,0,0,0,0,0,1320,4926,0,2004,18,12,16,42,4154,0,0,0,0,4134,176,176,204,30,34,280,968,204,40,20348,0,2,2,0,1942,134,8542,2880,?,?,?,?,?,?,?,?,11420,14.64,20348,20348,21732,47.0,0,1844,20140,6246,1209600,190,0,2,0,1794.24,0,2453.76,?,?,0,0,0,3028,1402,1692,90,34,0,0,4,8,20348,?,2014,2,18,1042,54,2756,360,0,0,0,4,12,1684,116,0,0,0,0,2114,46,64,0,0,0,0,0,0,0,0,162,0,0,202,596,22,8,40,4,7190,22,0,0,0,?,?,4656,1082,44,212,116,64,32,40,0,0,0,0
neg,32760,0,192,?,0,0,0,0,0,0,0,0,0,0,0,0,898708,0,0,0,39470,63304,1783888,1645504,375618,140792,0,0,0,0,184,2716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2199294,10,6,12,0,898708,26966,262428,112828,222540,?,?,?,?,?,?,?,150500,32759.48,2199294,2199294,186,0,4314,97360,986980,0,1209600,0,?,?,?,1766892.48,0,182627.52,0,0,0,0,0,0,0,0,0,0,0,0,?,0,2199294,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,1298,60,0,0,0,0,0,0,0,0,11948,19792,3110,7247384,765282,107416,12500,8337880,975294,2146332,66484,0,0,31759510,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pos,282790,?,0,?,0,0,0,0,0,12412,676306,7303286,8298020,1376504,7232,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,0,0,0,0,0,0,573932,9979814,3521474,3598536,0,19002,19114,44438,55600,3487542,14019200,28822,24,14,0,7315428,2546532,1359408,1037914,863994,905622,1504842,1795574,336496,7946,?,2390,3422,4864,768,?,?,?,?,?,?,?,?,?,?,?,?,?,282789.66,?,?,18693706,119063.0,1584766,?,?,17673776,?,0,?,?,?,16117262.4,0,1540224,0,0,0,216,155460,3218558,8426300,5065088,714328,74164,17566,2076,?,0,?,?,12764,2342,491544,953832,857616,13511798,1814238,29620,2,0,?,?,?,?,?,?,?,?,?,9972,362,0,0,0,0,0,0,0,0,?,309450,56718,0,0,758718,103944,21509900,3620256,0,0,0,0,102549500,5585.08,6326,1650890,2870516,2549816,1576330,3283114,2442972,1858562,942682,498142,732,0,0
neg,2980,4,18,18,0,0,0,0,0,13526,139678,31186,966,0,0,0,79380,0,0,0,14840,20974,156588,154956,33476,6462,0,0,0,0,24,20,0,0,0,0,0,0,0,52202,133154,0,1678,108,154,162,476,161024,8012,13742,0,0,62964,72632,25142,11410,6092,3302,1976,988,398,452,205024,48,20,12,0,79380,1776,13868,19300,?,?,?,?,?,?,?,?,?,2979.9,?,?,201096,826,922,?,?,185566,1209600,3346,0,6,0,146695.68,3229.44,34409.28,0,62,0,5978,38230,30842,28538,40816,40886,56,10,0,14,18,?,0,1544,64,5864,4082,5548,55784,109108,3210,152,0,22,24,145980,45360,0,0,0,0,148374,180,170,0,0,180,4206,0,0,0,0,?,544,114,42226,19422,2928,904,1680,2158,0,188,0,0,1979960,264.52,212,39762,17540,12726,6494,12646,11516,13078,70724,870,0,0,0
neg,32098,?,?,?,?,?,0,0,0,0,190,203194,1581464,299196,2474,0,734908,0,0,?,0,0,1916920,1818254,263674,82934,?,0,0,0,?,?,0,0,0,0,0,13684,631768,618604,822462,0,3206,1888,2012,2388,218606,1855410,3008,0,0,0,802188,423136,248788,161046,121458,141858,152856,34376,812,0,2180918,?,?,?,?,734908,13464,157784,104970,162880,0,0,0,0,0,0,0,93800,32098.51,2180918,2180918,?,12317.0,?,?,966160,?,1209600,?,?,?,?,1999339.2,0,84850.56,?,?,0,0,0,64420,1192702,766334,52766,8328,1942,26,?,?,2180918,?,2982,386,42912,40960,365126,1526026,104936,3186,4,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6326,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,94766,354426,438302,351430,697372,130800,16944,2156,322,0,?,?
neg,10,?,2,0,2,2,0,0,0,0,104,3500,2052,0,0,0,2610,0,86,0,0,0,10264,8554,6696,126,0,0,0,0,22,18,0,0,0,0,0,0,0,3238,2418,0,1056,4,4,26,32,4534,0,0,0,0,4614,188,118,126,28,8,72,374,112,16,16974,0,4,0,0,2610,148,5106,1572,?,?,?,?,?,?,?,?,6560,10.32,16974,16974,17482,25.0,8,1588,16820,5656,1209600,214,0,4,0,2131.2,0,2510.4,?,?,0,0,0,3428,1212,1016,0,0,0,0,0,4,16974,?,1036,6,12,8,388,3552,654,0,0,0,2,40,1148,78,0,4,0,0,2368,40,76,0,0,0,0,0,0,0,0,120,0,0,660,108,44,12,3540,402,4780,12,0,0,0,?,?,3720,1716,64,28,36,26,18,48,0,0,0,0
neg,26606,?,1072,898,0,0,0,0,0,0,59020,1152144,1398224,353810,62190,1360,1418826,0,0,0,954,1896,2417042,1823182,1422924,429790,0,0,0,0,3074,692,0,0,0,0,0,108882,2894624,4556,18686,0,8988,2214,3020,4118,62310,2944638,1460,0,0,0,1643142,577460,244462,157128,112272,97158,154570,40556,0,0,3842784,174,408,258,12,1418826,67414,814656,606028,403220,440100,497240,?,?,?,?,?,68000,26605.56,3842784,3842784,3798336,13727.0,36366,8276,197580,3026748,1209600,169442,0,330,0,2418475.2,118814.4,478194.24,0,690,0,0,2712,267286,1081406,1284306,359062,27886,4000,90,186,196,3842784,?,14844,1686,376812,255280,364738,1627246,371230,14846,66,0,1796,1936,2222526,32682,0,118,0,0,2492706,4726,1960,0,0,11540,123576,0,0,0,0,40258,30758,4848,0,0,139832,27532,786960,152986,0,0,0,0,0,3220.7,3822,651008,1277942,516648,171094,209664,117526,42096,19664,21036,70,0,0
pos,233342,2,3030,1972,0,0,0,0,0,578734,9798812,8122582,1952158,352568,15016,0,9594622,22870,0,0,280204,551006,15758484,12677054,11150316,3186672,0,0,0,0,5780,948,0,0,0,0,0,0,16568,6456646,14346656,0,37828,31272,38984,94670,162824,19627004,585686,241592,10,0,9168848,4658208,1774742,1341310,936312,707386,571240,449590,221678,990556,27188192,7338,9042,7222,4,9594622,439954,7478990,3658066,589960,543860,581040,541160,560760,539100,499100,510260,305700,233342.94,27188192,27188192,27150322,97471.0,71522,52172,572220,20824766,1209600,734718,0,138,0,14503301.76,4764096,1545733.44,3402,4850,0,41140,1594090,4537294,6272658,3586866,2570124,1896176,307686,13836,250,418,27188192,0,16554,1870,5522808,1135496,1050954,9616798,3454144,21050,196,0,3722,2582,6833996,2498824,0,72,0,0,9277116,48270,22214,0,0,23770,4776466,0,0,0,0,244246,82102,15190,0,0,851292,133252,9099160,1158006,0,0,0,0,69764400,5165.04,4566,6467812,3615952,2650466,786688,1635882,5108926,481572,68266,4306,0,0,0
neg,61064,?,2130706432,1822,0,0,0,0,0,0,18922,1313884,2282150,917182,127222,23602,1943770,0,0,0,0,0,4053418,3428786,1029232,541082,0,0,2664,0,1936,242,0,0,0,0,0,264886,3617150,799218,1708,0,5044,2362,2330,4364,75184,4591776,1902,0,0,0,1516634,1024780,313914,234952,186722,167444,287938,836156,114368,54,5083562,164,550,1404,62,1943770,51844,569890,457122,229780,218760,315140,211960,?,?,?,?,44900,61064,5083562,5083562,5031228,38144,4434,18244,235300,4682962,1209600,155726,4,98,0,3896733.12,29505.6,751096.32,0,468,0,0,72,210416,1363568,2308906,719426,65638,13758,1178,1824,2070,5083562,?,8566,938,122058,514734,188008,2991970,817620,38900,168,0,2276,734,3647130,96772,0,310,0,14,3955408,3714,370,0,0,1140,30002,0,0,0,0,33598,65476,32290,0,0,94990,21516,16384480,1676610,3590946,2520,0,0,1064030,1710.88,1878,810940,1114360,633724,313892,645144,564026,453008,136798,11012,58,0,0
neg,40910,?,2130706432,590,0,0,0,0,0,0,17092,1296316,1481346,229938,5372,0,1262622,0,0,0,0,0,2541350,2024526,634616,425816,0,0,0,0,506,168,0,0,0,0,0,0,824524,1693538,512002,0,5594,1594,1678,1924,24994,2990194,4070,14,2,0,1221470,807230,323286,193570,136292,154212,194004,0,0,0,3176924,0,1520,354,0,1262622,48164,245912,385532,233960,241720,?,?,?,?,?,?,150020,40910.12,3176924,3176924,3186158,15299.0,48404,69154,747040,3030064,1209600,124156,2,94,0,2472718.08,0,554385.6,74,1128,0,0,0,296442,1294532,1113616,268800,40476,14204,1994,818,824,3176924,?,7228,1036,211120,243480,207636,1746662,596046,16724,132,0,1536,362,2326444,205688,0,14572,0,38,2495914,3246,226,0,0,0,0,0,0,0,0,25958,21364,9754,0,0,53208,24642,6718140,754164,0,0,0,0,910140,1870.84,2038,595856,590606,431246,162240,302136,320982,325844,219586,81382,186,0,0
neg,334,0,2130706432,16,0,0,0,0,0,316,25804,8562,8756,0,0,0,16572,0,0,0,2312,4248,44830,36804,35920,3594,0,0,0,0,28,10,0,0,0,0,0,0,0,32340,11098,0,698,1010,2494,7982,3176,2056,21832,220,3970,0,30208,5852,3524,1440,836,330,236,450,208,354,83130,6,18,102,0,16572,566,27324,8280,?,?,?,?,?,?,?,?,35340,334.86,83130,83130,80860,148,0,7608,82460,43708,1209600,926,2,4,0,19362.24,6724.8,16488.96,50,118,0,8,11590,10540,16674,3680,836,108,2,0,4,52,83130,0,1274,56,390,3820,5388,14974,16650,874,12,0,18,40,20536,10084,0,0,0,0,20538,98,68,0,0,0,0,0,0,0,0,666,0,0,0,0,474,82,59920,5992,0,0,0,0,0,2.72,138,24662,4666,1804,536,1386,3896,626,5802,60,0,0,0
neg,1454,0,4,?,0,0,0,0,0,688,3716,78204,8834,0,0,0,47096,0,0,0,1094,2078,95500,89130,14856,2942,0,0,0,0,0,0,0,0,0,0,0,0,78,34884,56480,0,1636,8,12,10,20,47472,41516,730,38,0,32522,33940,11372,5216,2942,2250,1382,1138,250,430,111522,8,0,2192,2,47096,898,8104,6608,?,?,?,?,?,?,?,?,14240,1454.66,111522,111522,112410,446,264,10792,110840,91610,1209600,0,?,?,?,72499.2,6396.48,11490.24,0,54,0,236,1794,15368,36608,17402,19966,56,12,0,?,12,111522,0,1434,52,2532,1462,3548,18708,61196,2376,134,0,?,?,?,?,?,?,?,?,?,160,54,0,0,20,6408,0,0,0,0,700,140,32,0,0,1252,184,123700,13024,0,0,0,0,454680,381.16,210,19518,10014,6268,2112,3858,3076,11478,34540,578,0,0,0
neg,946,?,0,?,0,0,0,0,0,0,126,4380,47250,9816,0,0,28948,0,0,0,0,0,68606,64672,8866,1906,0,0,0,0,0,0,0,0,0,0,0,0,17192,35194,9186,0,206,126,196,314,36914,23816,0,0,0,0,32008,23562,4678,1094,152,56,22,0,0,0,77486,16,322,106,0,28948,620,4914,3930,?,?,?,?,?,?,?,?,8660,945.94,77486,77486,81172,195.0,1076,7608,77200,61572,1209600,0,?,?,?,53420.16,0,8053.44,?,?,0,0,0,0,26058,32570,2522,372,50,0,?,6,77486,?,98,12,1128,7272,2614,42160,7072,1194,22,0,?,?,?,?,?,?,?,?,?,84,22,0,0,0,4,0,0,0,0,322,210,46,0,0,888,236,277920,28822,0,0,0,0,0,?,?,8788,10044,3236,1346,3426,34730,2,0,0,0,0,0
pos,263270,?,?,?,?,?,0,36232,651238,4489726,7434168,7365064,2718020,74186,0,0,7285930,0,68,?,1898922,3568292,14962134,12906394,9288902,2501580,?,0,0,0,?,?,0,0,0,0,0,0,0,4627304,18141330,0,552554,131962,162304,223368,7291132,14407280,32,2,0,0,7393650,10121520,3303308,1094892,487736,223160,113300,30452,616,0,26168326,?,?,?,?,7285930,354470,3465614,5794094,471500,443480,388860,508160,442860,565240,471880,473440,304920,263270.72,26168326,26168326,26348474,70305.0,?,?,631880,22768634,1209600,?,?,?,?,18265604.16,0,4452206.4,?,?,133052,2270340,5996472,7215136,4858294,1825364,355996,100214,13726,40,?,?,26168326,?,70074,15238,1914930,2209818,1846970,13726004,2814826,170736,38,0,6972,19104,16134868,4971414,0,8126,0,0,16954962,?,?,?,?,?,?,?,?,?,?,242776,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4885752,6273418,2965720,792588,1795590,4786110,741458,522794,5204,0,?,?
neg,40392,?,140,92,0,0,0,0,0,0,172,493602,1728420,328282,16014,0,1126204,0,0,0,0,0,2274652,1926198,689468,296518,0,0,0,0,174,60,0,0,0,0,0,293304,1585980,315698,371508,0,1796,1184,2150,103924,1949870,507548,18,0,0,0,842376,534958,287278,261464,235696,207318,186436,10964,0,0,2964574,22,56,726,4,1126204,34674,477098,207518,237100,291000,?,?,?,?,?,?,155680,40392.19,2964574,2964574,2966768,16833.0,17366,51102,539420,2566490,1209600,74166,0,180,0,2300723.52,0,263944.32,0,0,0,0,0,22472,1032414,1220074,273676,14490,3264,100,0,4,2964574,?,3508,444,80604,114278,118184,1783908,452878,12612,74,0,154,326,2068562,62166,62,2306,0,0,2321724,1492,230,0,0,0,0,0,0,0,0,18960,57162,9612,0,0,70588,13966,498260,117420,0,0,0,0,942880,921.26,946,282650,437504,396038,196596,401970,339122,216046,126296,166568,3700,0,0
neg,934,?,0,?,0,0,0,0,0,0,130,45120,16840,0,0,0,27714,0,50,0,0,0,67832,61792,13742,2958,0,0,0,0,0,0,0,0,0,0,0,0,20186,30530,11374,0,2012,24,58,44,438,59514,0,0,0,0,33932,19856,5150,1894,648,150,460,0,0,0,81614,0,88,18,32,27714,668,7412,6246,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,13500,933.22,81614,81614,83628,193.0,584,7934,81300,62090,1209600,0,?,?,?,49920,0,10139.52,?,?,0,0,0,19328,40934,1462,264,78,24,0,?,0,81614,?,2002,16,108,5430,1894,8202,42752,1662,24,0,?,?,?,?,?,?,?,?,?,102,44,0,0,0,0,0,0,0,0,384,136,26,0,0,1276,258,75760,8038,0,0,0,0,0,?,?,12838,7820,3212,1380,4018,29672,2568,456,126,0,0,0
